id_transaccion,timestamp,monto,categoria_comercio,tipo_tarjeta,score_dispositivo,intentos_fallidos_24h,pais_coincide,target
TX_029626,2026-01-27 18:54:43,186.76,Retail,Crédito,87.8,0,1,0
TX_047895,2026-01-15 01:53:32,69.31,Electrónica,Crédito,79.5,0,1,0
TX_042091,2026-03-29 21:28:34,7.64,Retail,Crédito,82.1,0,1,0
TX_036400,2026-03-17 23:52:50,58.01,Retail,Débito,79.1,2,1,0
TX_006245,2026-01-31 03:12:40,15.47,Entretenimiento,Crédito,84.4,0,1,0
TX_005546,2026-02-25 22:40:39,14.73,Viajes,Débito,81.6,0,1,0
TX_004065,2026-02-25 17:26:27,31.98,Retail,Débito,67.0,0,1,0
TX_012852,2026-01-15 13:54:00,20.99,Servicios,Crédito,68.1,0,1,0
TX_021803,2026-02-22 11:48:15,25.81,Servicios,Crédito,96.4,0,1,0
TX_041164,2026-03-15 07:17:51,50.38,Retail,Crédito,71.2,0,1,0
TX_006233,2026-02-05 03:55:38,8.04,Servicios,Crédito,82.6,0,0,0
TX_003863,2026-01-16 05:05:44,84.51,Entretenimiento,Débito,76.7,0,1,0
TX_035095,2026-01-14 12:37:47,7.82,Servicios,Débito,96.0,1,1,0
TX_040196,2026-01-15 00:46:04,31.0,Retail,Débito,83.9,0,1,0
TX_039251,2026-01-14 10:14:21,20.93,Retail,Crédito,81.2,0,1,0
TX_006218,2026-03-16 13:10:01,80.14,Electrónica,Débito,93.4,0,1,0
TX_036776,2026-03-24 14:19:44,48.02,Retail,Débito,81.2,0,1,0
TX_042977,2026-02-24 00:12:05,341.79,Electrónica,Débito,31.4,4,1,1
TX_048468,2026-03-07 09:53:00,136.47,Retail,Crédito,98.9,0,1,0
TX_014832,2026-02-10 06:16:23,103.38,Retail,Crédito,80.5,2,1,0
TX_030093,2026-01-09 17:20:31,201.5,Retail,Crédito,90.2,0,1,0
TX_008894,2026-03-04 15:27:19,139.91,Electrónica,Crédito,83.6,0,1,0
TX_006021,2026-02-13 08:00:34,99.07,Retail,Crédito,88.5,0,1,0
TX_046089,2026-02-10 19:44:00,160.37,Servicios,Débito,82.8,0,1,0
TX_015243,2026-02-12 01:35:05,231.6,Retail,Débito,79.1,0,1,0
TX_045308,2026-02-03 11:07:35,42.12,Entretenimiento,Crédito,79.3,0,1,0
TX_026551,2026-03-13 03:17:19,7.2,Electrónica,Crédito,83.1,0,1,0
TX_006035,2026-03-17 02:46:04,115.68,Entretenimiento,Crédito,93.6,1,1,0
TX_007906,2026-01-07 08:13:57,22.72,Servicios,Débito,89.2,0,1,0
TX_032226,2026-02-23 06:20:16,100.85,Servicios,Débito,99.5,0,0,0
TX_006018,2026-01-22 22:43:39,188.08,Retail,Crédito,84.9,0,1,0
TX_021880,2026-02-05 23:41:37,197.4,Retail,Crédito,93.2,0,1,0
TX_002792,2026-03-06 12:00:04,19.28,Retail,Crédito,91.1,0,1,0
TX_042606,2026-03-08 01:58:46,43.19,Servicios,Débito,73.0,0,1,0
TX_005824,2026-03-10 23:54:11,73.79,Retail,Crédito,86.4,0,1,0
TX_015388,2026-02-27 16:52:19,10.4,Electrónica,Débito,89.6,1,1,0
TX_029562,2026-01-30 19:02:19,7.75,Viajes,Crédito,77.1,0,1,0
TX_039476,2026-02-15 13:44:38,113.99,Entretenimiento,Crédito,97.7,0,1,0
TX_000293,2026-03-01 07:10:40,94.18,Retail,Crédito,93.4,0,1,0
TX_016958,2026-03-07 15:24:08,32.11,Retail,Débito,86.1,0,1,0
TX_030861,2026-01-28 03:22:33,28.92,Retail,Crédito,81.7,0,1,0
TX_014074,2026-02-13 03:52:27,36.31,Servicios,Débito,86.1,0,1,0
TX_021857,2026-03-15 19:26:21,30.03,Electrónica,Crédito,77.2,1,1,0
TX_022080,2026-03-09 23:59:24,29.09,Viajes,Débito,82.1,0,1,0
TX_017024,2026-02-27 08:50:23,91.13,Retail,Crédito,68.0,3,1,0
TX_008740,2026-01-14 15:23:48,34.38,Viajes,Débito,80.5,0,0,0
TX_015826,2026-02-20 14:42:02,114.62,Servicios,Crédito,92.1,3,1,0
TX_002742,2026-03-01 22:12:15,59.19,Viajes,Crédito,,0,1,0
TX_018049,2026-01-17 23:55:36,67.3,Servicios,Crédito,89.2,0,1,0
TX_049937,2026-03-05 17:02:08,102.31,Electrónica,Débito,80.2,1,1,0
TX_017373,2026-01-29 02:33:08,5.89,Retail,Crédito,91.6,0,1,0
TX_022022,2026-03-11 02:47:47,28.68,Retail,Crédito,87.7,0,1,0
TX_046365,2026-01-11 18:31:11,14.12,Retail,Débito,78.6,0,1,0
TX_023538,2026-03-04 22:49:10,88.48,Retail,Débito,94.7,0,1,0
TX_045500,2026-02-10 10:11:09,10.73,Servicios,Débito,81.8,0,1,0
TX_040186,2026-02-01 00:19:04,178.54,Electrónica,Crédito,87.8,2,1,0
TX_009614,2026-01-10 09:22:10,164.51,Retail,Débito,72.4,2,1,0
TX_043282,2026-01-26 09:51:04,40.18,Servicios,Débito,84.8,0,1,0
TX_037892,2026-03-06 01:49:16,53.21,Electrónica,Crédito,74.4,0,1,0
TX_026179,2026-01-30 23:41:49,51.98,Retail,Débito,77.8,0,1,0
TX_045893,2026-01-05 11:33:02,61.01,Retail,Débito,75.4,0,1,0
TX_020934,2026-02-16 17:06:15,46.34,Retail,Crédito,83.3,0,1,0
TX_040972,2026-02-12 22:27:21,134.32,Retail,Débito,93.6,0,1,0
TX_022225,2026-02-21 01:31:43,94.03,Electrónica,Crédito,88.3,0,1,0
TX_024382,2026-02-14 07:49:55,51.09,Viajes,Débito,75.7,0,1,0
TX_034856,2026-01-16 04:14:31,107.57,Retail,Débito,83.5,0,1,0
TX_048578,2026-03-07 15:13:37,52.81,Servicios,Crédito,83.1,0,1,0
TX_038537,2026-03-29 16:26:39,9.98,Entretenimiento,Crédito,88.5,0,1,0
TX_031756,2026-01-18 17:46:41,89.37,Electrónica,Crédito,78.2,0,0,0
TX_007754,2026-02-15 17:06:41,56.73,Retail,Crédito,98.3,0,0,0
TX_046639,2026-01-14 19:50:05,6.94,Retail,Crédito,80.7,0,0,0
TX_043835,2026-01-05 17:21:54,227.37,Viajes,Crédito,75.8,0,1,0
TX_026236,2026-01-03 22:09:46,280.81,Electrónica,Crédito,74.5,0,1,0
TX_044230,2026-03-21 13:37:19,31.79,Retail,Débito,96.6,0,1,0
TX_049597,2026-01-13 21:23:19,137.68,Viajes,Crédito,100.0,0,0,0
TX_018553,2026-02-07 20:17:37,268.76,Retail,Débito,79.7,0,1,0
TX_043137,2026-01-12 21:07:59,102.84,Servicios,Crédito,83.7,0,1,0
TX_036673,2026-03-20 01:22:12,95.71,Retail,Débito,80.6,0,1,0
TX_043650,2026-01-11 23:50:59,60.53,Retail,Crédito,84.9,0,1,0
TX_003941,2026-02-08 23:53:33,56.7,Retail,Crédito,95.6,0,1,0
TX_031497,2026-01-20 14:52:16,51.38,Entretenimiento,Crédito,92.1,0,1,0
TX_026594,2026-01-17 05:51:20,51.51,Retail,Débito,88.2,0,1,0
TX_023922,2026-02-02 04:40:49,168.06,Servicios,Crédito,88.9,1,1,0
TX_026403,2026-01-15 21:54:30,34.2,Retail,Crédito,83.7,0,1,0
TX_045943,2026-03-08 08:26:31,41.8,Servicios,Débito,78.9,0,1,0
TX_048526,2026-03-14 10:28:41,203.99,Retail,Crédito,91.5,2,1,0
TX_018316,2026-01-16 00:52:42,52.68,Retail,Crédito,97.7,0,1,0
TX_036894,2026-03-05 16:57:25,73.78,Servicios,Débito,70.4,0,1,0
TX_026696,2026-03-26 22:47:24,9.15,Retail,Crédito,83.0,0,1,0
TX_042128,2026-02-28 20:00:38,54.03,Retail,Crédito,95.5,2,1,0
TX_014171,2026-01-30 10:36:19,78.96,Retail,Crédito,91.9,0,1,0
TX_003733,2026-01-23 05:15:01,29.16,Electrónica,Crédito,88.4,0,1,0
TX_007882,2026-01-17 07:18:04,129.09,Viajes,Débito,95.3,1,1,0
TX_006017,2026-01-05 15:46:08,23.25,Retail,Crédito,78.4,0,1,0
TX_023030,2026-02-26 06:20:31,8.91,Servicios,Crédito,89.3,0,1,0
TX_035474,2026-03-01 07:31:35,143.15,Retail,Crédito,97.8,0,1,0
TX_049686,2026-03-08 15:08:55,179.43,Retail,Débito,77.8,0,1,0
TX_004818,2026-01-18 20:18:03,55.28,Retail,Crédito,85.7,1,1,0
TX_041694,2026-03-25 03:21:57,46.14,Retail,Débito,83.8,0,0,0
TX_012008,2026-02-19 21:25:21,32.13,Retail,Crédito,91.5,0,1,0
TX_041328,2026-02-04 16:36:57,54.92,Retail,Crédito,82.6,1,1,0
TX_009507,2026-03-15 14:32:16,85.8,Retail,Débito,87.0,0,1,0
TX_044799,2026-02-04 04:29:17,32.31,Viajes,Débito,93.2,0,1,0
TX_034063,2026-01-06 10:39:28,28.79,Retail,Crédito,90.4,0,1,0
TX_027475,2026-02-15 05:05:18,124.04,Servicios,Crédito,99.8,1,1,0
TX_031144,2026-02-09 13:54:05,38.57,Servicios,Débito,88.4,1,1,0
TX_021236,2026-01-08 21:25:55,74.19,Electrónica,Crédito,87.3,0,1,0
TX_001391,2026-03-11 23:19:57,98.64,Retail,Débito,81.3,0,1,0
TX_038250,2026-01-11 08:00:39,190.25,Retail,Débito,87.2,0,1,0
TX_037625,2026-01-16 07:27:42,96.33,Retail,Crédito,92.4,0,1,0
TX_042029,2026-03-07 09:25:51,72.3,Retail,Crédito,83.3,0,1,0
TX_020835,2026-01-04 20:13:00,30.89,Electrónica,Crédito,81.9,2,1,0
TX_014758,2026-01-25 05:00:54,23.93,Retail,Crédito,85.5,0,1,0
TX_026397,2026-01-12 08:10:44,66.59,Retail,Crédito,88.7,0,1,0
TX_006809,2026-01-06 08:38:24,46.21,Electrónica,Débito,98.7,0,1,0
TX_009226,2026-03-08 19:21:54,9.71,Servicios,Crédito,88.4,0,1,0
TX_048395,2026-03-22 20:59:28,7.1,Retail,Débito,86.0,0,1,0
TX_005396,2026-03-13 06:12:00,61.84,Retail,Débito,77.0,0,1,0
TX_006944,2026-02-19 16:21:44,9.76,Viajes,Crédito,98.0,0,1,0
TX_023871,2026-03-15 22:33:44,147.47,Electrónica,Crédito,87.1,0,1,0
TX_032493,2026-03-01 22:25:48,33.42,Entretenimiento,Débito,80.6,0,1,0
TX_036346,2026-02-02 15:27:19,32.84,Servicios,Débito,87.5,0,1,0
TX_010756,2026-01-26 17:53:04,24.93,Retail,Crédito,72.3,0,1,0
TX_012302,2026-02-18 11:06:14,296.61,Retail,Crédito,76.2,0,1,0
TX_048387,2026-02-23 09:14:59,164.28,Retail,Crédito,85.6,0,1,0
TX_042746,2026-03-03 17:01:14,20.88,Retail,Crédito,95.1,0,1,0
TX_029090,2026-02-28 14:51:52,33.48,Entretenimiento,Débito,78.5,0,1,0
TX_044713,2026-01-21 08:09:56,14.11,Electrónica,Crédito,,0,1,0
TX_014344,2026-02-13 22:21:15,10.32,Servicios,Débito,94.5,0,1,0
TX_038173,2026-03-16 08:46:53,12.36,Entretenimiento,Débito,84.7,0,1,0
TX_005072,2026-03-14 17:54:10,16.09,Retail,Crédito,72.0,0,1,0
TX_024122,2026-03-17 21:26:34,46.95,Electrónica,Crédito,81.6,0,1,0
TX_048810,2026-02-17 06:28:29,17.88,Retail,Débito,81.9,0,1,0
TX_017821,2026-02-24 18:25:48,32.56,Servicios,Crédito,82.3,0,1,0
TX_001123,2026-01-04 07:02:28,26.06,Electrónica,Crédito,88.5,1,1,0
TX_011265,2026-03-02 10:36:03,22.13,Retail,Crédito,85.1,0,1,0
TX_030580,2026-02-12 07:50:33,68.55,Retail,Débito,82.1,0,1,0
TX_045465,2026-02-16 17:28:30,28.77,Retail,Crédito,91.3,0,1,0
TX_048217,2026-02-18 07:52:42,98.27,Electrónica,Débito,80.8,0,1,0
TX_043045,2026-02-02 13:50:48,90.64,Retail,Crédito,86.9,0,1,0
TX_015657,2026-03-26 23:54:58,81.68,Viajes,Crédito,100.0,0,1,0
TX_001901,2026-01-25 05:23:17,129.27,Servicios,Crédito,88.0,0,0,0
TX_000148,2026-02-12 11:28:12,40.07,Electrónica,Débito,91.2,0,1,0
TX_029643,2026-01-20 22:33:37,6.61,Electrónica,Crédito,69.7,1,1,0
TX_003212,2026-02-26 11:22:32,9.48,Entretenimiento,Crédito,85.2,0,1,0
TX_043851,2026-03-23 22:18:53,5.32,Viajes,Débito,66.4,0,1,0
TX_002355,2026-02-19 15:40:17,78.25,Servicios,Crédito,86.0,0,1,0
TX_031521,2026-03-16 02:05:13,176.92,Viajes,Crédito,90.3,0,1,0
TX_042584,2026-02-02 02:23:56,27.28,Retail,Débito,100.0,0,1,0
TX_043338,2026-01-12 16:51:38,32.02,Servicios,Débito,88.3,0,0,0
TX_045285,2026-01-02 14:10:37,108.2,Retail,Débito,80.7,0,1,0
TX_046957,2026-02-25 02:50:09,126.62,Retail,Débito,72.4,0,1,0
TX_048791,2026-03-16 01:06:10,53.75,Retail,Débito,78.0,0,1,0
TX_036586,2026-03-19 05:44:10,20.75,Servicios,Débito,94.1,0,1,0
TX_010466,2026-03-05 08:32:57,23.07,Entretenimiento,Débito,90.6,0,1,0
TX_007822,2026-02-14 20:13:36,16.79,Retail,Crédito,85.9,2,1,0
TX_007206,2026-02-18 00:26:04,10.41,Entretenimiento,Crédito,83.4,0,1,0
TX_006414,2026-03-21 12:47:49,56.49,Retail,Crédito,91.6,0,1,0
TX_034047,2026-01-30 08:05:14,11.3,Electrónica,Crédito,69.6,0,1,0
TX_012729,2026-03-21 11:40:38,164.61,Electrónica,Crédito,80.4,0,1,0
TX_006926,2026-03-30 05:36:29,59.56,Retail,Débito,77.3,1,1,0
TX_027996,2026-03-05 20:12:03,73.56,Retail,Crédito,80.6,0,1,0
TX_037613,2026-02-23 03:32:00,245.56,Viajes,Crédito,81.5,0,1,0
TX_039484,2026-03-06 21:59:06,26.82,Servicios,Débito,91.5,1,1,0
TX_003017,2026-02-21 22:24:30,15.73,Retail,Crédito,85.0,0,1,0
TX_001641,2026-02-16 13:51:18,93.14,Entretenimiento,Crédito,66.2,1,0,0
TX_008884,2026-02-05 04:10:26,153.14,Servicios,Crédito,87.7,0,1,0
TX_037602,2026-01-28 03:20:02,27.94,Retail,Crédito,96.1,0,1,0
TX_012970,2026-02-12 05:19:17,224.43,Retail,Débito,87.3,0,1,0
TX_023464,2026-01-30 13:40:56,57.14,Servicios,Débito,82.3,0,1,0
TX_015758,2026-02-07 20:22:45,47.71,Viajes,Crédito,95.0,0,1,0
TX_044077,2026-02-07 22:18:52,28.36,Viajes,Crédito,90.4,0,1,0
TX_004087,2026-02-25 20:03:53,93.64,Electrónica,Débito,87.8,0,1,0
TX_000509,2026-01-15 13:06:16,81.45,Electrónica,Débito,77.6,0,1,0
TX_006355,2026-03-06 16:15:54,98.2,Retail,Crédito,84.0,0,1,0
TX_029645,2026-03-20 12:01:19,68.82,Entretenimiento,Crédito,90.7,0,1,0
TX_020816,2026-01-29 04:13:22,277.52,Electrónica,Crédito,,1,0,1
TX_006235,2026-02-27 15:58:47,142.36,Retail,Crédito,82.6,0,1,0
TX_031990,2026-02-22 13:05:26,32.86,Electrónica,Crédito,78.4,0,1,0
TX_012996,2026-03-18 20:21:33,39.37,Viajes,Crédito,93.5,1,1,0
TX_042502,2026-03-17 23:39:58,27.39,Electrónica,Débito,78.3,0,1,0
TX_038921,2026-03-19 08:34:15,11.87,Entretenimiento,Crédito,89.5,0,1,0
TX_000263,2026-03-27 01:46:07,68.91,Retail,Crédito,86.2,1,1,0
TX_007892,2026-01-29 05:25:26,57.61,Retail,Débito,66.2,0,1,0
TX_010528,2026-01-28 04:02:28,16.27,Viajes,Crédito,85.9,0,1,0
TX_018601,2026-01-02 09:43:50,6.95,Entretenimiento,Crédito,81.5,0,1,0
TX_024115,2026-03-12 05:40:17,78.55,Retail,Débito,74.2,0,1,0
TX_033499,2026-02-23 09:05:54,198.64,Electrónica,Crédito,87.5,0,1,0
